proc_cd,modifier,description,rate,rate_unit,region_type,region_value
76965,TC,US GUIDANCE INTERSTITIAL RADIOELMENT APPLICATION,81.95,1,state,GA
76975,,GI ENDOSCOPIC US S&I,0.0,1,state,GA
76975,26,GI ENDOSCOPIC US S&I,118.48,1,state,GA
76975,TC,GI ENDOSCOPIC US S&I,0.0,1,state,GA
76977,,US BONE DENSITY MEAS & INTERP PERIPH ANY METHO,21.72,1,state,GA
76977,26,US BONE DENSITY MEAS & INTERP PERIPH ANY METHO,7.9,1,state,GA
76977,TC,US BONE DENSITY MEAS & INTERP PERIPH ANY METHO,13.82,1,state,GA
76978,,ULTRASOUND TRGT DYNAMIC MICROBUBBLE 1ST LESION,656.55,1,state,GA
76978,26,ULTRASOUND TRGT DYNAMIC MICROBUBBLE 1ST LESION,225.1,1,state,GA
76978,TC,ULTRASOUND TRGT DYNAMIC MICROBUBBLE 1ST LESION,431.45,1,state,GA
76979,,ULTRASOUND TRGT DYNAMIC MICROBUBBLE EA ADDL LES,422.56,1,state,GA
76979,26,ULTRASOUND TRGT DYNAMIC MICROBUBBLE EA ADDL LES,117.49,1,state,GA
76979,TC,ULTRASOUND TRGT DYNAMIC MICROBUBBLE EA ADDL LES,305.07,1,state,GA
76981,,ULTRASOUND ELASTOGRAPHY PARENCHYMA,309.02,1,state,GA
76981,26,ULTRASOUND ELASTOGRAPHY PARENCHYMA,82.93,1,state,GA
76981,TC,ULTRASOUND ELASTOGRAPHY PARENCHYMA,226.09,1,state,GA
76982,,ULTRASOUND ELASTOGRAPHY FIRST TARGET LESION,276.44,1,state,GA
76982,26,ULTRASOUND ELASTOGRAPHY FIRST TARGET LESION,82.93,1,state,GA
76982,TC,ULTRASOUND ELASTOGRAPHY FIRST TARGET LESION,193.51,1,state,GA
76983,,ULTRASOUND ELASTOGRAPHY EA ADDL TAGET LESION,182.65,1,state,GA
76983,26,ULTRASOUND ELASTOGRAPHY EA ADDL TAGET LESION,73.06,1,state,GA
76983,TC,ULTRASOUND ELASTOGRAPHY EA ADDL TAGET LESION,109.59,1,state,GA
76984,,DX INTRAOPERATIVE THORACIC AORTA ULTRASOUND,0.0,1,state,GA
76984,26,DX INTRAOPERATIVE THORACIC AORTA ULTRASOUND,90.83,1,state,GA
76984,TC,DX INTRAOPERATIVE THORACIC AORTA ULTRASOUND,0.0,1,state,GA
76987,,DX NTRAOP EPICAR CAR US CHD PLMT&MNP TRNSDCR I&R,0.0,1,state,GA
76987,26,DX NTRAOP EPICAR CAR US CHD PLMT&MNP TRNSDCR I&R,277.43,1,state,GA
76987,TC,DX NTRAOP EPICAR CAR US CHD PLMT&MNP TRNSDCR I&R,0.0,1,state,GA
76988,,DX NTRAOP EPCAR CAR US CHD PLMT MNPJ&IMG ACQUISJ,0.0,1,state,GA
76988,26,DX NTRAOP EPCAR CAR US CHD PLMT MNPJ&IMG ACQUISJ,176.73,1,state,GA
76988,TC,DX NTRAOP EPCAR CAR US CHD PLMT MNPJ&IMG ACQUISJ,0.0,1,state,GA
76989,,DX INTRAOP EPICAR CARDIAC US CHD I&R ONLY,0.0,1,state,GA
76989,26,DX INTRAOP EPICAR CARDIAC US CHD I&R ONLY,103.67,1,state,GA
76989,TC,DX INTRAOP EPICAR CARDIAC US CHD I&R ONLY,0.0,1,state,GA
76998,,ULTRASONIC GUIDANCE INTRAOPERATIVE,0.0,1,state,GA
76998,26,ULTRASONIC GUIDANCE INTRAOPERATIVE,136.25,1,state,GA
76998,TC,ULTRASONIC GUIDANCE INTRAOPERATIVE,0.0,1,state,GA
76999,,UNLISTED US PROCEDURE,,1,state,GA
76999,26,UNLISTED US PROCEDURE,,1,state,GA
76999,TC,UNLISTED US PROCEDURE,,1,state,GA
77001,,FLUORO CENTRAL VENOUS ACCESS DEV PLACEMENT,292.24,1,state,GA
77001,26,FLUORO CENTRAL VENOUS ACCESS DEV PLACEMENT,52.33,1,state,GA
77001,TC,FLUORO CENTRAL VENOUS ACCESS DEV PLACEMENT,239.91,1,state,GA
77002,,FLUOROSCOPIC GUIDANCE NEEDLE PLACEMENT ADD ON,343.58,1,state,GA
77002,26,FLUOROSCOPIC GUIDANCE NEEDLE PLACEMENT ADD ON,78.0,1,state,GA
77002,TC,FLUOROSCOPIC GUIDANCE NEEDLE PLACEMENT ADD ON,265.58,1,state,GA
77003,,FLUOR NEEDLE/CATH SPINE/PARASPINAL DX/THER ADDON,311.99,1,state,GA
77003,26,FLUOR NEEDLE/CATH SPINE/PARASPINAL DX/THER ADDON,83.92,1,state,GA
77003,TC,FLUOR NEEDLE/CATH SPINE/PARASPINAL DX/THER ADDON,228.07,1,state,GA
77011,,CT GUIDANCE STEREOTACTIC LOCALIZATION,655.57,1,state,GA
77011,26,CT GUIDANCE STEREOTACTIC LOCALIZATION,179.69,1,state,GA
77011,TC,CT GUIDANCE STEREOTACTIC LOCALIZATION,475.88,1,state,GA
77012,,CT GUIDANCE NEEDLE PLACEMENT,411.7,1,state,GA
77012,26,CT GUIDANCE NEEDLE PLACEMENT,202.4,1,state,GA
77012,TC,CT GUIDANCE NEEDLE PLACEMENT,209.3,1,state,GA
77013,,CT GUIDANCE &MONITORING VISC TISS ABLATION,0.0,1,state,GA
77013,26,CT GUIDANCE &MONITORING VISC TISS ABLATION,530.18,1,state,GA
77013,TC,CT GUIDANCE &MONITORING VISC TISS ABLATION,0.0,1,state,GA
77014,,CT GUIDANCE RADIATION THERAPY FLDS PLACEMENT,354.44,1,state,GA
77014,26,CT GUIDANCE RADIATION THERAPY FLDS PLACEMENT,131.31,1,state,GA
77014,TC,CT GUIDANCE RADIATION THERAPY FLDS PLACEMENT,223.13,1,state,GA
77021,,MRI GUIDANCE NEEDLE PLACEMENT RS&I,1259.79,1,state,GA
77021,26,MRI GUIDANCE NEEDLE PLACEMENT RS&I,206.35,1,state,GA
77021,TC,MRI GUIDANCE NEEDLE PLACEMENT RS&I,1053.44,1,state,GA
77022,,MRI GUIDANCE FOR PARENCHYMAL TISSUE ABLATION,0.0,1,state,GA
77022,26,MRI GUIDANCE FOR PARENCHYMAL TISSUE ABLATION,578.56,1,state,GA
77022,TC,MRI GUIDANCE FOR PARENCHYMAL TISSUE ABLATION,0.0,1,state,GA
77046,,MRI BREAST WITHOUT CONTRAST MATERIAL UNILATERAL,647.67,1,state,GA
77046,26,MRI BREAST WITHOUT CONTRAST MATERIAL UNILATERAL,200.42,1,state,GA
77046,TC,MRI BREAST WITHOUT CONTRAST MATERIAL UNILATERAL,447.25,1,state,GA
77047,,MRI BREAST WITHOUT CONTRAST MATERIAL BILATERAL,666.43,1,state,GA
77047,26,MRI BREAST WITHOUT CONTRAST MATERIAL BILATERAL,221.16,1,state,GA
77047,TC,MRI BREAST WITHOUT CONTRAST MATERIAL BILATERAL,445.27,1,state,GA
77048,,MRI BREAST W/OUT&WITH CONTRAST W/CAD UNILATERAL,1022.84,1,state,GA
77048,26,MRI BREAST W/OUT&WITH CONTRAST W/CAD UNILATERAL,291.25,1,state,GA
77048,TC,MRI BREAST W/OUT&WITH CONTRAST W/CAD UNILATERAL,731.59,1,state,GA
77049,,MRI BREAST WITHOUT&WITH CONTRAST W/CAD BILATERAL,1043.58,1,state,GA
77049,26,MRI BREAST WITHOUT&WITH CONTRAST W/CAD BILATERAL,318.9,1,state,GA
77049,TC,MRI BREAST WITHOUT&WITH CONTRAST W/CAD BILATERAL,724.68,1,state,GA
77053,,MAMMARY DUCTOGRAM OR GALACTOGRAM SINGLE,159.94,1,state,GA
77053,26,MAMMARY DUCTOGRAM OR GALACTOGRAM SINGLE,50.35,1,state,GA
77053,TC,MAMMARY DUCTOGRAM OR GALACTOGRAM SINGLE,109.59,1,state,GA
77054,,MAMMARY DUCTOGRAM OR GALACTOGRAM MULTIPLE,205.36,1,state,GA
77054,26,MAMMARY DUCTOGRAM OR GALACTOGRAM MULTIPLE,62.2,1,state,GA
77054,TC,MAMMARY DUCTOGRAM OR GALACTOGRAM MULTIPLE,143.16,1,state,GA
77061,,DIGITAL BREAST TOMOSYNTHESIS UNILATERAL,,1,state,GA
77061,26,DIGITAL BREAST TOMOSYNTHESIS UNILATERAL,,1,state,GA
77061,TC,DIGITAL BREAST TOMOSYNTHESIS UNILATERAL,,1,state,GA
77062,,DIGITAL BREAST TOMOSYNTHESIS BILATERAL,,1,state,GA
77062,26,DIGITAL BREAST TOMOSYNTHESIS BILATERAL,,1,state,GA
77062,TC,DIGITAL BREAST TOMOSYNTHESIS BILATERAL,,1,state,GA
77063,,SCREENING DIGITAL BREAST TOMOSYNTHESIS BI,154.02,1,state,GA
77063,26,SCREENING DIGITAL BREAST TOMOSYNTHESIS BI,82.93,1,state,GA
77063,TC,SCREENING DIGITAL BREAST TOMOSYNTHESIS BI,71.09,1,state,GA
77065,,DIAGNOSTIC MAMMOGRAPHY COMPUTER-AIDED DETCJ UNI,371.22,1,state,GA
77065,26,DIAGNOSTIC MAMMOGRAPHY COMPUTER-AIDED DETCJ UNI,112.55,1,state,GA
77065,TC,DIAGNOSTIC MAMMOGRAPHY COMPUTER-AIDED DETCJ UNI,258.67,1,state,GA
77066,,DIAGNOSTIC MAMMOGRAPHY COMPUTER-AIDED DETCJ BI,469.95,1,state,GA
77066,26,DIAGNOSTIC MAMMOGRAPHY COMPUTER-AIDED DETCJ BI,138.22,1,state,GA
77066,TC,DIAGNOSTIC MAMMOGRAPHY COMPUTER-AIDED DETCJ BI,331.73,1,state,GA
77067,,SCREENING MAMMOGRAPHY BI 2-VIEW BREAST INC CAD,379.12,1,state,GA
77067,26,SCREENING MAMMOGRAPHY BI 2-VIEW BREAST INC CAD,105.64,1,state,GA
77067,TC,SCREENING MAMMOGRAPHY BI 2-VIEW BREAST INC CAD,273.48,1,state,GA
77071,,MANUAL APPL STRESS PFRMD PHYS/QHP JOINT FILMS,162.9,1,state,GA
77072,,BONE AGE STUDIES,77.01,1,state,GA
77072,26,BONE AGE STUDIES,26.66,1,state,GA
77072,TC,BONE AGE STUDIES,50.35,1,state,GA
77073,,BONE LENGTH STUDIES,134.27,1,state,GA
77073,26,BONE LENGTH STUDIES,38.5,1,state,GA
77073,TC,BONE LENGTH STUDIES,95.77,1,state,GA
77074,,RADIOLOGIC EXAMINATION OSSEOUS SURVEY LIMITED,193.51,1,state,GA
77074,26,RADIOLOGIC EXAMINATION OSSEOUS SURVEY LIMITED,61.21,1,state,GA
77074,TC,RADIOLOGIC EXAMINATION OSSEOUS SURVEY LIMITED,132.3,1,state,GA
77075,,RADIOLOGIC EXAMINATION OSSEOUS SURVEY COMPL,295.2,1,state,GA
77075,26,RADIOLOGIC EXAMINATION OSSEOUS SURVEY COMPL,77.01,1,state,GA
77075,TC,RADIOLOGIC EXAMINATION OSSEOUS SURVEY COMPL,218.19,1,state,GA
77076,,RADIOLOGIC EXAMINATION OSSEOUS SURVEY INFANT,317.91,1,state,GA
77076,26,RADIOLOGIC EXAMINATION OSSEOUS SURVEY INFANT,97.74,1,state,GA
77076,TC,RADIOLOGIC EXAMINATION OSSEOUS SURVEY INFANT,220.17,1,state,GA
77077,,JOINT SURVEY SINGLE VIEW 2 OR MORE JOINTS,139.21,1,state,GA
77077,26,JOINT SURVEY SINGLE VIEW 2 OR MORE JOINTS,48.38,1,state,GA
77077,TC,JOINT SURVEY SINGLE VIEW 2 OR MORE JOINTS,90.83,1,state,GA
77078,,CT BONE MINERL DENSITY STUDY 1/> SITS AXIAL SKE,306.06,1,state,GA
77078,26,CT BONE MINERL DENSITY STUDY 1/> SITS AXIAL SKE,34.56,1,state,GA
77078,TC,CT BONE MINERL DENSITY STUDY 1/> SITS AXIAL SKE,271.5,1,state,GA
77080,,DXA BONE DENSITY STUDY 1/> SITES AXIAL SKEL,115.51,1,state,GA
77080,26,DXA BONE DENSITY STUDY 1/> SITES AXIAL SKEL,27.64,1,state,GA
77080,TC,DXA BONE DENSITY STUDY 1/> SITES AXIAL SKEL,87.87,1,state,GA
77081,,DXA BONE DENSITY STUDY 1/>SITES APPENDICLR SKEL,93.79,1,state,GA
77081,26,DXA BONE DENSITY STUDY 1/>SITES APPENDICLR SKEL,27.64,1,state,GA
77081,TC,DXA BONE DENSITY STUDY 1/>SITES APPENDICLR SKEL,66.15,1,state,GA
77084,,BONE MARROW BLOOD SUPPLY,965.58,1,state,GA
77084,26,BONE MARROW BLOOD SUPPLY,222.14,1,state,GA
77084,TC,BONE MARROW BLOOD SUPPLY,743.44,1,state,GA
77085,,DXA BONE DENSITY STUDY AXIAL SKELETON,157.97,1,state,GA
77085,26,DXA BONE DENSITY STUDY AXIAL SKELETON,41.47,1,state,GA
77085,TC,DXA BONE DENSITY STUDY AXIAL SKELETON,116.5,1,state,GA
77086,,VERTEBRAL FRACTURE ASSESSMENT VIA DXA,99.72,1,state,GA
77086,26,VERTEBRAL FRACTURE ASSESSMENT VIA DXA,23.7,1,state,GA
77086,TC,VERTEBRAL FRACTURE ASSESSMENT VIA DXA,76.02,1,state,GA
77089,,TBS DXA/OTHER IMG CALCULATION W/I&R FX RISK,119.46,1,state,GA
77090,,TBS TECHL PREP&TRANSMIS DATA ALYS PFRMD ELSEWHR,7.9,1,state,GA
77091,,TBS TECHNICAL CALCULATION ONLY,82.93,1,state,GA
77092,,TBS INTERPRETATION & REPORT FX RISK BY OTHER QHP,28.63,1,state,GA
77261,,THERAPEUTIC RADIOLOGY TX PLANNING SIMPLE,208.32,1,state,GA
77262,,THERAPEUTIC RADIOLOGY TX PLANNING INTERMEDIATE,318.9,1,state,GA
77263,,THERAPEUTIC RADIOLOGY TX PLANNING COMPLEX,494.64,1,state,GA
77280,,THER RAD SIMULAJ-AIDED FIELD SETTING SIMPLE,797.74,1,state,GA
77280,26,THER RAD SIMULAJ-AIDED FIELD SETTING SIMPLE,110.58,1,state,GA
77280,TC,THER RAD SIMULAJ-AIDED FIELD SETTING SIMPLE,687.16,1,state,GA
77285,,THER RAD SIMULAJ-AIDED FIELD SETTING INTERMED,1306.2,1,state,GA
77285,26,THER RAD SIMULAJ-AIDED FIELD SETTING INTERMED,166.85,1,state,GA
77285,TC,THER RAD SIMULAJ-AIDED FIELD SETTING INTERMED,1139.35,1,state,GA
77290,,THER RAD SIMULAJ-AIDED FIELD SETTING COMPLEX,1325.94,1,state,GA
77290,26,THER RAD SIMULAJ-AIDED FIELD SETTING COMPLEX,241.89,1,state,GA
77290,TC,THER RAD SIMULAJ-AIDED FIELD SETTING COMPLEX,1084.05,1,state,GA
77293,,RESPIRATORY MOTION MANAGEMENT SIMULATION,1209.44,1,state,GA
77293,26,RESPIRATORY MOTION MANAGEMENT SIMULATION,309.02,1,state,GA
77293,TC,RESPIRATORY MOTION MANAGEMENT SIMULATION,900.42,1,state,GA
77295,,3-D RADIOTHERAPY PLAN DOSE-VOLUME HISTOGRAMS,1423.69,1,state,GA
77295,26,3-D RADIOTHERAPY PLAN DOSE-VOLUME HISTOGRAMS,661.49,1,state,GA
77295,TC,3-D RADIOTHERAPY PLAN DOSE-VOLUME HISTOGRAMS,762.2,1,state,GA
77299,,UNLISTED PX THER RADIOLOGY CLINICAL TX PLANNING,,1,state,GA
77299,26,UNLISTED PX THER RADIOLOGY CLINICAL TX PLANNING,,1,state,GA
77299,TC,UNLISTED PX THER RADIOLOGY CLINICAL TX PLANNING,,1,state,GA
77300,,BASIC RADIATION DOSIMETRY CALCULATION,195.49,1,state,GA
77300,26,BASIC RADIATION DOSIMETRY CALCULATION,95.77,1,state,GA
77300,TC,BASIC RADIATION DOSIMETRY CALCULATION,99.72,1,state,GA
77301,,NTSTY MODUL RADTHX PLN DOSE-VOL HISTOS,5465.69,1,state,GA
77301,26,NTSTY MODUL RADTHX PLN DOSE-VOL HISTOS,1233.14,1,state,GA
77301,TC,NTSTY MODUL RADTHX PLN DOSE-VOL HISTOS,4232.55,1,state,GA
77306,,TELETHX ISODOSE PLN SMPL W/DOSIMETRY CALCULATION,439.35,1,state,GA
77306,26,TELETHX ISODOSE PLN SMPL W/DOSIMETRY CALCULATION,216.22,1,state,GA
77306,TC,TELETHX ISODOSE PLN SMPL W/DOSIMETRY CALCULATION,223.13,1,state,GA
77307,,TELETHX ISODOSE PLN CPLX W/BASIC DOSIMETRY,851.05,1,state,GA
77307,26,TELETHX ISODOSE PLN CPLX W/BASIC DOSIMETRY,447.25,1,state,GA
77307,TC,TELETHX ISODOSE PLN CPLX W/BASIC DOSIMETRY,403.8,1,state,GA
77316,,BRACHYTX ISODOSE PLN SMPL W/DOSIMETRY CAL,729.61,1,state,GA
77316,26,BRACHYTX ISODOSE PLN SMPL W/DOSIMETRY CAL,216.22,1,state,GA
77316,TC,BRACHYTX ISODOSE PLN SMPL W/DOSIMETRY CAL,513.39,1,state,GA
77317,,BRACHYTX ISODOSE PLN INTERMED W/DOSIMETRY CAL,959.66,1,state,GA
77317,26,BRACHYTX ISODOSE PLN INTERMED W/DOSIMETRY CAL,283.36,1,state,GA
77317,TC,BRACHYTX ISODOSE PLN INTERMED W/DOSIMETRY CAL,676.3,1,state,GA
77318,,BRACHYTX ISODOSE PLN CPLX W/DOSIMETRY CAL,1360.5,1,state,GA
77318,26,BRACHYTX ISODOSE PLN CPLX W/DOSIMETRY CAL,446.26,1,state,GA
77318,TC,BRACHYTX ISODOSE PLN CPLX W/DOSIMETRY CAL,914.24,1,state,GA
77321,,SPEC TELETHX PORT PLN PARTS HEMIBDY TOT BDY,279.41,1,state,GA
77321,26,SPEC TELETHX PORT PLN PARTS HEMIBDY TOT BDY,147.11,1,state,GA
77321,TC,SPEC TELETHX PORT PLN PARTS HEMIBDY TOT BDY,132.3,1,state,GA
77331,,SPEC DOSIM ONLY PRESCRIBED TREATING PHYS,192.52,1,state,GA
77331,26,SPEC DOSIM ONLY PRESCRIBED TREATING PHYS,135.26,1,state,GA
77331,TC,SPEC DOSIM ONLY PRESCRIBED TREATING PHYS,57.26,1,state,GA
77332,,TX DEVICES DESIGN & CONSTRUCTION SIMPLE,116.5,1,state,GA
77332,26,TX DEVICES DESIGN & CONSTRUCTION SIMPLE,70.1,1,state,GA
77332,TC,TX DEVICES DESIGN & CONSTRUCTION SIMPLE,46.4,1,state,GA
77333,,TX DEVICES DESIGN & CONSTRUCTION INTERMEDIATE,405.78,1,state,GA
77333,26,TX DEVICES DESIGN & CONSTRUCTION INTERMEDIATE,115.51,1,state,GA
77333,TC,TX DEVICES DESIGN & CONSTRUCTION INTERMEDIATE,290.27,1,state,GA
77334,,TX DEVICES DESIGN & CONSTRUCTION COMPLEX,372.21,1,state,GA
77334,26,TX DEVICES DESIGN & CONSTRUCTION COMPLEX,177.71,1,state,GA
77334,TC,TX DEVICES DESIGN & CONSTRUCTION COMPLEX,194.5,1,state,GA
77336,,CONTINUING MEDICAL PHYSICS CONSLTJ PR WK,263.61,1,state,GA
77338,,MLC IMRT DESIGN & CONSTRUCTION PER IMRT PLAN,1388.14,1,state,GA
77338,26,MLC IMRT DESIGN & CONSTRUCTION PER IMRT PLAN,662.48,1,state,GA
77338,TC,MLC IMRT DESIGN & CONSTRUCTION PER IMRT PLAN,725.66,1,state,GA
77370,,SPEC MEDICAL RADJ PHYSICS CONSLTJ,428.49,1,state,GA
77371,,RADIATION DELIVERY STEREOTACTIC CRANIAL COBALT,,1,state,GA
77372,,RADIATION DELIVERY STEREOTACTIC CRANIAL LINEAR,2822.69,1,state,GA
77373,,STEREOTACTIC BODY RADIATION DELIVERY,2947.09,1,state,GA
77385,,INTENSITY MODULATED RADIATION TX DLVR SIMPLE,,1,state,GA
77386,,INTENSITY MODULATED RADIATION TX DLVR COMPLEX,,1,state,GA
77387,,GUIDANCE FOR LOCLZJ TARGET VOL FOR RADJ TX DLVR,,1,state,GA
77399,,UNLISTD PX MED RADJ PHYSIC DOSIM&TX DEV&SPEC SVC,,1,state,GA
77399,26,UNLISTD PX MED RADJ PHYSIC DOSIM&TX DEV&SPEC SVC,,1,state,GA
77399,TC,UNLISTD PX MED RADJ PHYSIC DOSIM&TX DEV&SPEC SVC,,1,state,GA
77401,,RADIATION TX DELIVERY SUPERFICIAL&/ORTHO VOLTA,123.41,1,state,GA
77402,,RADIATION TREATMENT DELIVERY 1 MEV >= SIMPLE,,1,state,GA
77407,,RADIATION TX DELIVERY 1 MEV >= INTERMEDIATE,,1,state,GA
77412,,RADIATION TREATMENT DELIVERY 1 MEV >= COMPLEX,,1,state,GA
77417,,THERAPEUTIC RADIOLOGY PORT IMAGES(S),44.43,1,state,GA
77423,,HIGH ENERGY NEUTRON RADJ TX DLVR 1/> ISOCENTER,,1,state,GA
77424,,INTRAOP RADIAJ TX DELIVER XRAY SINGLE TX SESSION,,1,state,GA
77425,,INTRAOP RADIAJ TX DELIVER ELECTRONS SNGL TX SESS,,1,state,GA
77427,,RADIATION TREATMENT MANAGEMENT 5 TREATMENTS,562.76,1,state,GA
77431,,RADIATION THERAPY MGMT 1/2 FRACTIONS ONLY,317.91,1,state,GA
77432,,STERETCTC RADIATION TX MANAGEMENT CRANIAL LESION,1250.91,1,state,GA
77435,,STEREOTACTIC BODY RADIATION MANAGEMENT,1891.67,1,state,GA
77469,,INTRAOPERATIVE RADIATION TREATMENT MANAGEMENT,940.9,1,state,GA
77470,,SPECIAL TREATMENT PROCEDURE,420.59,1,state,GA
77470,26,SPECIAL TREATMENT PROCEDURE,313.96,1,state,GA
77470,TC,SPECIAL TREATMENT PROCEDURE,106.63,1,state,GA
77499,,UNLISTED PROCEDURE THERAPEUTIC RADIOLOGY TX MGMT,,1,state,GA
77499,26,UNLISTED PROCEDURE THERAPEUTIC RADIOLOGY TX MGMT,,1,state,GA
77499,TC,UNLISTED PROCEDURE THERAPEUTIC RADIOLOGY TX MGMT,,1,state,GA
77520,,PROTON TX DELIVERY SIMPLE W/O COMPENSATION,,1,state,GA
77522,,PROTON TX DELIVERY SIMPLE W/COMPENSATION,,1,state,GA
77523,,PROTON TX DELIVERY INTERMEDIATE,,1,state,GA
77525,,PROTON TX DELIVERY COMPLEX,,1,state,GA
77600,,HYPERTHERMIA EXTERNAL GENERATED SUPERFICIAL,1614.24,1,state,GA
77600,26,HYPERTHERMIA EXTERNAL GENERATED SUPERFICIAL,209.31,1,state,GA
77600,TC,HYPERTHERMIA EXTERNAL GENERATED SUPERFICIAL,1404.93,1,state,GA
77605,,HYPERTHERMIA EXTERNAL GENERATED DEEP,2799.0,1,state,GA
77605,26,HYPERTHERMIA EXTERNAL GENERATED DEEP,295.2,1,state,GA
77605,TC,HYPERTHERMIA EXTERNAL GENERATED DEEP,2503.8,1,state,GA
77610,,HYPERTHERMIA INTERSTITIAL PROBE 5/< APPLICATORS,2027.91,1,state,GA
77610,26,HYPERTHERMIA INTERSTITIAL PROBE 5/< APPLICATORS,203.38,1,state,GA
77610,TC,HYPERTHERMIA INTERSTITIAL PROBE 5/< APPLICATORS,1824.53,1,state,GA
77615,,HYPERTHERMIA INTERSTIAL PROBE 5/> APPLICATORS,3183.06,1,state,GA
77615,26,HYPERTHERMIA INTERSTIAL PROBE 5/> APPLICATORS,285.33,1,state,GA
77615,TC,HYPERTHERMIA INTERSTIAL PROBE 5/> APPLICATORS,2897.73,1,state,GA
77620,,HYPERTHERMIA INTRACAVITARY PROBES,1887.72,1,state,GA
77620,26,HYPERTHERMIA INTRACAVITARY PROBES,243.86,1,state,GA
77620,TC,HYPERTHERMIA INTRACAVITARY PROBES,1643.86,1,state,GA
77750,,NFS/INSTLJ RADIOELMNT SLN 3 MO FOLLOW-UP CARE,1165.01,1,state,GA
77750,26,NFS/INSTLJ RADIOELMNT SLN 3 MO FOLLOW-UP CARE,772.07,1,state,GA
77750,TC,NFS/INSTLJ RADIOELMNT SLN 3 MO FOLLOW-UP CARE,392.94,1,state,GA
77761,,INTRACAVITARY RADIATION SOURCE APPLIC SIMPLE,1248.93,1,state,GA
77761,26,INTRACAVITARY RADIATION SOURCE APPLIC SIMPLE,594.35,1,state,GA
77761,TC,INTRACAVITARY RADIATION SOURCE APPLIC SIMPLE,654.58,1,state,GA
77762,,INTRACAVITARY RADIATION SOURCE APPLIC INTERMED,1640.89,1,state,GA
77762,26,INTRACAVITARY RADIATION SOURCE APPLIC INTERMED,889.56,1,state,GA
77762,TC,INTRACAVITARY RADIATION SOURCE APPLIC INTERMED,751.33,1,state,GA
77763,,INTRACAVITARY RADIATION SOURCE APPLIC COMPLEX,2318.18,1,state,GA
77763,26,INTRACAVITARY RADIATION SOURCE APPLIC COMPLEX,1336.8,1,state,GA
77763,TC,INTRACAVITARY RADIATION SOURCE APPLIC COMPLEX,981.38,1,state,GA
77767,,HDR RDNCL SKN SURF BRACHYTX LES <2CM/1 CHAN,740.48,1,state,GA
77767,26,HDR RDNCL SKN SURF BRACHYTX LES <2CM/1 CHAN,161.92,1,state,GA
77767,TC,HDR RDNCL SKN SURF BRACHYTX LES <2CM/1 CHAN,578.56,1,state,GA
77768,,HDR RDNCL SK SRF BRCHYTX LES >2CM&2CHAN/MLT LES,1085.04,1,state,GA
77768,26,HDR RDNCL SK SRF BRCHYTX LES >2CM&2CHAN/MLT LES,216.22,1,state,GA
77768,TC,HDR RDNCL SK SRF BRCHYTX LES >2CM&2CHAN/MLT LES,868.82,1,state,GA
77770,,HDR RDNCL NTRSTL/INTRCAV BRACHYTX 1 CHANNEL,1031.73,1,state,GA
77770,26,HDR RDNCL NTRSTL/INTRCAV BRACHYTX 1 CHANNEL,301.13,1,state,GA
77770,TC,HDR RDNCL NTRSTL/INTRCAV BRACHYTX 1 CHANNEL,730.6,1,state,GA
77771,,HDR RDNCL NTRSTL/INTRCAV BRACHYTX 2-12 CHANNEL,1793.92,1,state,GA
77771,26,HDR RDNCL NTRSTL/INTRCAV BRACHYTX 2-12 CHANNEL,586.46,1,state,GA
77771,TC,HDR RDNCL NTRSTL/INTRCAV BRACHYTX 2-12 CHANNEL,1207.46,1,state,GA
77772,,HDR RDNCL NTRSTL/INTRCAV BRACHYTX >12 CHANNELS,2678.54,1,state,GA
77772,26,HDR RDNCL NTRSTL/INTRCAV BRACHYTX >12 CHANNELS,828.34,1,state,GA
77772,TC,HDR RDNCL NTRSTL/INTRCAV BRACHYTX >12 CHANNELS,1850.2,1,state,GA
77778,,INTERSTITIAL RADIATION SOURCE APPLIC COMPLEX,2727.91,1,state,GA
77778,26,INTERSTITIAL RADIATION SOURCE APPLIC COMPLEX,1352.6,1,state,GA
77778,TC,INTERSTITIAL RADIATION SOURCE APPLIC COMPLEX,1375.31,1,state,GA
77789,,SURFACE APPLIC LOW DOSE RATE RADIONUCLIDE SOURCE,394.92,1,state,GA
77789,26,SURFACE APPLIC LOW DOSE RATE RADIONUCLIDE SOURCE,176.73,1,state,GA
77789,TC,SURFACE APPLIC LOW DOSE RATE RADIONUCLIDE SOURCE,218.19,1,state,GA
77790,,SUPERVISION HANDLING LOADING RADIATION SOURCE,53.31,1,state,GA
77799,,UNLISTED PROCEDURE CLINICAL BRACHYTHERAPY,,1,state,GA
77799,26,UNLISTED PROCEDURE CLINICAL BRACHYTHERAPY,,1,state,GA
77799,TC,UNLISTED PROCEDURE CLINICAL BRACHYTHERAPY,,1,state,GA
78012,,THYROID UPTAKE SINGLE/MULTIPLE QUANT MEASUREMENT,239.91,1,state,GA
78012,26,THYROID UPTAKE SINGLE/MULTIPLE QUANT MEASUREMENT,25.67,1,state,GA
78012,TC,THYROID UPTAKE SINGLE/MULTIPLE QUANT MEASUREMENT,214.24,1,state,GA
78013,,THYROID IMAGING WITH VASCULAR FLOW,507.47,1,state,GA
78013,26,THYROID IMAGING WITH VASCULAR FLOW,50.35,1,state,GA
78013,TC,THYROID IMAGING WITH VASCULAR FLOW,457.12,1,state,GA
