ARIZONA PHYSICIANS' FEE SCHEDULE,,,,,
Radiology Codes 2024,,,,,
Radiology Conversion Factor $70.00,,,,,
,,,,,
,,,,,
Code,Category,FY24 NF RVU,FY24 FAC RVU,FY24 NF RBRVS Rate,FY24 FAC RBRVS Rate
20979 00,Surgery,1.72,0.95,123.84,68.40
20982 00,Surgery,102.91,10.82,7409.52,779.04
20983 00,Surgery,149.77,10.06,10783.44,724.32
20985 00,Surgery,4.30,4.30,309.60,309.60
20999 00,Surgery,0.00,0.00,BR,BR
21010 00,Surgery,22.21,22.21,1599.12,1599.12
21011 00,Surgery,11.30,7.91,813.60,569.52
21012 00,Surgery,10.29,10.29,740.88,740.88
21013 00,Surgery,16.16,12.17,1163.52,876.24
21014 00,Surgery,15.78,15.78,1136.16,1136.16
21015 00,Surgery,21.04,21.04,1514.88,1514.88
21016 00,Surgery,30.30,30.30,2181.60,2181.60
21025 00,Surgery,23.85,19.89,1717.20,1432.08
21026 00,Surgery,16.12,12.91,1160.64,929.52
21029 00,Surgery,23.31,18.87,1678.32,1358.64
21030 00,Surgery,13.77,10.84,991.44,780.48
21031 00,Surgery,11.52,8.20,829.44,590.40
21032 00,Surgery,11.20,7.85,806.40,565.20
21034 00,Surgery,39.00,33.79,2808.00,2432.88
21040 00,Surgery,13.91,10.88,1001.52,783.36
21044 00,Surgery,25.95,25.95,1868.40,1868.40
21045 00,Surgery,36.00,36.00,2592.00,2592.00
21046 00,Surgery,29.57,29.57,2129.04,2129.04
21047 00,Surgery,36.22,36.22,2607.84,2607.84
21048 00,Surgery,29.83,29.83,2147.76,2147.76
21049 00,Surgery,34.42,34.42,2478.24,2478.24
21050 00,Surgery,25.86,25.86,1861.92,1861.92
21060 00,Surgery,23.44,23.44,1687.68,1687.68
21070 00,Surgery,18.46,18.46,1329.12,1329.12
21073 00,Surgery,11.45,7.21,824.40,519.12
21076 00,Surgery,25.95,21.07,1868.40,1517.04
21077 00,Surgery,63.47,51.84,4569.84,3732.48
21079 00,Surgery,43.54,34.85,3134.88,2509.20
21080 00,Surgery,49.67,39.32,3576.24,2831.04
21081 00,Surgery,45.96,36.10,3309.12,2599.20
21082 00,Surgery,42.93,33.30,3090.96,2397.60
21083 00,Surgery,40.79,30.78,2936.88,2216.16
21084 00,Surgery,46.54,35.61,3350.88,2563.92
21085 00,Surgery,20.42,14.46,1470.24,1041.12
21086 00,Surgery,47.13,38.20,3393.36,2750.40
21087 00,Surgery,47.13,38.20,3393.36,2750.40
21088 00,Surgery,-,-,2025.36,1863.36
21089 00,Surgery,0.00,0.00,BR,BR
21100 00,Surgery,18.59,10.72,1338.48,771.84
21110 00,Surgery,25.71,21.32,1851.12,1535.04
21116 00,Surgery,6.36,1.32,457.92,95.04
21120 00,Surgery,19.94,15.31,1435.68,1102.32
21121 00,Surgery,19.00,15.90,1368.00,1144.80
21122 00,Surgery,22.51,22.51,1620.72,1620.72
21123 00,Surgery,25.28,25.28,1820.16,1820.16
21125 00,Surgery,77.47,20.01,5577.84,1440.72
21127 00,Surgery,119.93,23.18,8634.96,1668.96
21137 00,Surgery,22.61,22.61,1627.92,1627.92
21138 00,Surgery,27.49,27.49,1979.28,1979.28
21139 00,Surgery,32.70,32.70,2354.40,2354.40
21141 00,Surgery,39.75,39.75,2862.00,2862.00
21142 00,Surgery,40.80,40.80,2937.60,2937.60
21143 00,Surgery,42.04,42.04,3026.88,3026.88
21145 00,Surgery,46.17,46.17,3324.24,3324.24
21146 00,Surgery,48.22,48.22,3471.84,3471.84
21147 00,Surgery,50.72,50.72,3651.84,3651.84
21150 00,Surgery,49.26,49.26,3546.72,3546.72
21151 00,Surgery,54.20,54.20,3902.40,3902.40
21154 00,Surgery,58.34,58.34,4200.48,4200.48
21155 00,Surgery,64.70,64.70,4658.40,4658.40
21159 00,Surgery,77.46,77.46,5577.12,5577.12
21160 00,Surgery,83.99,83.99,6047.28,6047.28
21172 00,Surgery,64.35,64.35,4633.20,4633.20
21175 00,Surgery,66.01,66.01,4752.72,4752.72
21179 00,Surgery,45.49,45.49,3275.28,3275.28
21180 00,Surgery,50.77,50.77,3655.44,3655.44
21181 00,Surgery,22.30,22.30,1605.60,1605.60
21182 00,Surgery,63.19,63.19,4549.68,4549.68
21183 00,Surgery,68.72,68.72,4947.84,4947.84
21184 00,Surgery,73.91,73.91,5321.52,5321.52
21188 00,Surgery,47.05,47.05,3387.60,3387.60
21193 00,Surgery,36.70,36.70,2642.40,2642.40
21194 00,Surgery,42.42,42.42,3054.24,3054.24
21195 00,Surgery,39.94,39.94,2875.68,2875.68
21196 00,Surgery,42.66,42.66,3071.52,3071.52
21198 00,Surgery,30.20,30.20,2174.40,2174.40
21199 00,Surgery,30.31,30.31,2182.32,2182.32
21206 00,Surgery,29.00,29.00,2088.00,2088.00
21208 00,Surgery,48.96,22.09,3525.12,1590.48
21209 00,Surgery,23.87,18.21,1718.64,1311.12
21210 00,Surgery,52.64,22.74,3790.08,1637.28
21215 00,Surgery,121.58,23.63,8753.76,1701.36
21230 00,Surgery,22.49,22.49,1619.28,1619.28
21235 00,Surgery,22.25,17.24,1602.00,1241.28
21240 00,Surgery,31.29,31.29,2252.88,2252.88
21242 00,Surgery,30.25,30.25,2178.00,2178.00
21243 00,Surgery,50.05,50.05,3603.60,3603.60
21244 00,Surgery,30.22,30.22,2175.84,2175.84
21245 00,Surgery,36.56,28.28,2632.32,2036.16
21246 00,Surgery,25.36,25.36,1825.92,1825.92
21247 00,Surgery,47.09,47.09,3390.48,3390.48
21248 00,Surgery,29.42,23.74,2118.24,1709.28
21249 00,Surgery,39.86,33.14,2869.92,2386.08
21255 00,Surgery,39.85,39.85,2869.20,2869.20
21256 00,Surgery,37.24,37.24,2681.28,2681.28
21260 00,Surgery,41.00,41.00,2952.00,2952.00
21261 00,Surgery,72.54,72.54,5222.88,5222.88
21263 00,Surgery,67.12,67.12,4832.64,4832.64
21267 00,Surgery,47.94,47.94,3451.68,3451.68
21268 00,Surgery,60.14,60.14,4330.08,4330.08
21270 00,Surgery,30.65,22.49,2206.80,1619.28
21275 00,Surgery,25.37,25.37,1826.64,1826.64
21280 00,Surgery,17.70,17.70,1274.40,1274.40
21282 00,Surgery,12.06,12.06,868.32,868.32
21295 00,Surgery,6.01,6.01,432.72,432.72
21296 00,Surgery,12.36,12.36,889.92,889.92
21299 00,Surgery,0.00,0.00,BR,BR
21315 00,Surgery,4.60,1.79,331.20,128.88
21320 00,Surgery,6.52,2.85,469.44,205.20
21325 00,Surgery,13.45,13.45,968.40,968.40
21330 00,Surgery,16.16,16.16,1163.52,1163.52
21335 00,Surgery,21.64,21.64,1558.08,1558.08
21336 00,Surgery,19.23,19.23,1384.56,1384.56
21337 00,Surgery,12.62,9.14,908.64,658.08
21338 00,Surgery,20.24,20.24,1457.28,1457.28
21339 00,Surgery,22.85,22.85,1645.20,1645.20
21340 00,Surgery,22.74,22.74,1637.28,1637.28
21343 00,Surgery,32.76,32.76,2358.72,2358.72
21344 00,Surgery,41.84,41.84,3012.48,3012.48
21345 00,Surgery,24.33,19.40,1751.76,1396.80
21346 00,Surgery,30.73,30.73,2212.56,2212.56
21347 00,Surgery,31.20,31.20,2246.40,2246.40
21348 00,Surgery,32.94,32.94,2371.68,2371.68
21355 00,Surgery,13.59,9.97,978.48,717.84
21356 00,Surgery,16.49,12.20,1187.28,878.40
21360 00,Surgery,15.93,15.93,1146.96,1146.96
21365 00,Surgery,32.40,32.40,2332.80,2332.80
21366 00,Surgery,38.28,38.28,2756.16,2756.16
21385 00,Surgery,22.06,22.06,1588.32,1588.32
21386 00,Surgery,20.85,20.85,1501.20,1501.20
21387 00,Surgery,23.02,23.02,1657.44,1657.44
21390 00,Surgery,24.14,24.14,1738.08,1738.08
21395 00,Surgery,30.23,30.23,2176.56,2176.56
21400 00,Surgery,6.62,5.18,476.64,372.96
21401 00,Surgery,15.39,10.02,1108.08,721.44
21406 00,Surgery,17.63,17.63,1269.36,1269.36
21407 00,Surgery,19.32,19.32,1391.04,1391.04
21408 00,Surgery,27.12,27.12,1952.64,1952.64
21421 00,Surgery,19.36,16.35,1393.92,1177.20
21422 00,Surgery,18.75,18.75,1350.00,1350.00
21423 00,Surgery,23.95,23.95,1724.40,1724.40
21431 00,Surgery,20.77,20.77,1495.44,1495.44
21432 00,Surgery,21.42,21.42,1542.24,1542.24
21433 00,Surgery,51.86,51.86,3733.92,3733.92
21435 00,Surgery,42.22,42.22,3039.84,3039.84
21436 00,Surgery,60.99,60.99,4391.28,4391.28
21440 00,Surgery,22.82,18.24,1643.04,1313.28
21445 00,Surgery,23.31,18.88,1678.32,1359.36
21450 00,Surgery,17.72,14.42,1275.84,1038.24
21451 00,Surgery,23.05,19.22,1659.60,1383.84
21452 00,Surgery,21.96,13.74,1581.12,989.28
21453 00,Surgery,32.82,27.93,2363.04,2010.96
21454 00,Surgery,14.71,14.71,1059.12,1059.12
21461 00,Surgery,55.01,31.92,3960.72,2298.24
21462 00,Surgery,58.62,34.80,4220.64,2505.60
21465 00,Surgery,23.93,23.93,1722.96,1722.96
21470 00,Surgery,34.98,34.98,2518.56,2518.56
21480 00,Surgery,4.25,0.93,306.00,66.96
21485 00,Surgery,28.73,23.47,2068.56,1689.84
21490 00,Surgery,23.59,23.59,1698.48,1698.48
21497 00,Surgery,21.23,17.65,1528.56,1270.80
21499 00,Surgery,0.00,0.00,BR,BR
21501 00,Surgery,14.77,10.25,1063.44,738.00
21502 00,Surgery,15.31,15.31,1102.32,1102.32
21510 00,Surgery,13.68,13.68,984.96,984.96
21550 00,Surgery,8.04,4.70,578.88,338.40
21552 00,Surgery,13.56,13.56,976.32,976.32
21554 00,Surgery,22.10,22.10,1591.20,1591.20
21555 00,Surgery,13.12,9.34,944.64,672.48
21556 00,Surgery,16.04,16.04,1154.88,1154.88
21557 00,Surgery,28.88,28.88,2079.36,2079.36
21558 00,Surgery,40.25,40.25,2898.00,2898.00
21600 00,Surgery,17.19,17.19,1237.68,1237.68
21601 00,Surgery,34.46,34.46,2481.12,2481.12
21602 00,Surgery,45.89,45.89,3304.08,3304.08
21603 00,Surgery,50.30,50.30,3621.60,3621.60
21610 00,Surgery,36.87,36.87,2654.64,2654.64
21615 00,Surgery,18.66,18.66,1343.52,1343.52
21616 00,Surgery,21.32,21.32,1535.04,1535.04
21620 00,Surgery,15.16,15.16,1091.52,1091.52
21627 00,Surgery,16.55,16.55,1191.60,1191.60
21630 00,Surgery,39.43,39.43,2838.96,2838.96
21632 00,Surgery,36.27,36.27,2611.44,2611.44
21685 00,Surgery,29.60,29.60,2131.20,2131.20
21700 00,Surgery,10.63,10.63,765.36,765.36
21705 00,Surgery,15.85,15.85,1141.20,1141.20
21720 00,Surgery,16.36,16.36,1177.92,1177.92
21725 00,Surgery,16.54,16.54,1190.88,1190.88
21740 00,Surgery,30.59,30.59,2202.48,2202.48
21742 00,Surgery,-,-,3044.88,2801.52
21743 00,Surgery,-,-,5196.24,4780.08
21750 00,Surgery,20.19,20.19,1453.68,1453.68
21811 00,Surgery,17.66,17.66,1271.52,1271.52
21812 00,Surgery,21.31,21.31,1534.32,1534.32
21813 00,Surgery,29.20,29.20,2102.40,2102.40
21820 00,Surgery,4.67,4.61,336.24,331.92
21825 00,Surgery,16.68,16.68,1200.96,1200.96
21899 00,Surgery,0.00,0.00,BR,BR
21920 00,Surgery,7.74,4.67,557.28,336.24
21925 00,Surgery,15.01,11.53,1080.72,830.16
21930 00,Surgery,15.23,11.10,1096.56,799.20
21931 00,Surgery,14.24,14.24,1025.28,1025.28
21932 00,Surgery,20.04,20.04,1442.88,1442.88
21933 00,Surgery,22.29,22.29,1604.88,1604.88
21935 00,Surgery,30.78,30.78,2216.16,2216.16
21936 00,Surgery,42.54,42.54,3062.88,3062.88
22010 00,Surgery,29.55,29.55,2127.60,2127.60
22015 00,Surgery,28.83,28.83,2075.76,2075.76
22100 00,Surgery,28.97,28.97,2085.84,2085.84
22101 00,Surgery,26.72,26.72,1923.84,1923.84
22102 00,Surgery,23.36,23.36,1681.92,1681.92
22103 00,Surgery,4.01,4.01,288.72,288.72
22110 00,Surgery,32.27,32.27,2323.44,2323.44
22112 00,Surgery,34.81,34.81,2506.32,2506.32
22114 00,Surgery,34.81,34.81,2506.32,2506.32
22116 00,Surgery,4.21,4.21,303.12,303.12
22206 00,Surgery,74.06,74.06,5332.32,5332.32
22207 00,Surgery,72.45,72.45,5216.40,5216.40
22208 00,Surgery,17.63,17.63,1269.36,1269.36
22210 00,Surgery,54.26,54.26,3906.72,3906.72
22212 00,Surgery,45.91,45.91,3305.52,3305.52
22214 00,Surgery,45.92,45.92,3306.24,3306.24
22216 00,Surgery,10.81,10.81,778.32,778.32
22220 00,Surgery,49.07,49.07,3533.04,3533.04
22222 00,Surgery,53.80,53.80,3873.60,3873.60
22224 00,Surgery,47.84,47.84,3444.48,3444.48
22226 00,Surgery,10.70,10.70,770.40,770.40
22310 00,Surgery,9.53,9.10,686.16,655.20
22315 00,Surgery,27.36,23.70,1969.92,1706.40
22318 00,Surgery,50.42,50.42,3630.24,3630.24
22319 00,Surgery,55.91,55.91,4025.52,4025.52
22325 00,Surgery,44.95,44.95,3236.40,3236.40
22326 00,Surgery,45.99,45.99,3311.28,3311.28
22327 00,Surgery,46.84,46.84,3372.48,3372.48
22328 00,Surgery,8.42,8.42,606.24,606.24
22505 00,Surgery,3.93,3.93,282.96,282.96
22510 00,Surgery,53.41,12.83,3845.52,923.76
22511 00,Surgery,53.35,12.08,3841.20,869.76
22512 00,Surgery,21.66,6.13,1559.52,441.36
22513 00,Surgery,168.31,15.21,12118.32,1095.12
22514 00,Surgery,167.57,14.18,12065.04,1020.96
22515 00,Surgery,86.20,6.45,6206.40,464.40
22526 00,Surgery,58.60,9.78,4219.20,704.16
22527 00,Surgery,48.10,4.52,3463.20,325.44
22532 00,Surgery,54.33,54.33,3911.76,3911.76
22533 00,Surgery,50.17,50.17,3612.24,3612.24
22534 00,Surgery,10.77,10.77,775.44,775.44
22548 00,Surgery,59.93,59.93,4314.96,4314.96
22551 00,Surgery,51.50,51.50,3708.00,3708.00
22552 00,Surgery,11.85,11.85,853.20,853.20
22554 00,Surgery,38.35,38.35,2761.20,2761.20
22556 00,Surgery,51.05,51.05,3675.60,3675.60
22558 00,Surgery,46.05,46.05,3315.60,3315.60
22585 00,Surgery,9.69,9.69,697.68,697.68
22586 00,Surgery,61.98,61.98,4462.56,4462.56
22590 00,Surgery,48.43,48.43,3486.96,3486.96
22595 00,Surgery,46.30,46.30,3333.60,3333.60
22600 00,Surgery,39.70,39.70,2858.40,2858.40
22610 00,Surgery,39.00,39.00,2808.00,2808.00
22612 00,Surgery,47.79,47.79,3440.88,3440.88
22614 00,Surgery,11.70,11.70,842.40,842.40
22630 00,Surgery,47.39,47.39,3412.08,3412.08
22632 00,Surgery,9.62,9.62,692.64,692.64
22633 00,Surgery,54.69,54.69,3937.68,3937.68
22634 00,Surgery,14.49,14.49,1043.28,1043.28
22800 00,Surgery,41.41,41.41,2981.52,2981.52
22802 00,Surgery,63.92,63.92,4602.24,4602.24
22804 00,Surgery,73.31,73.31,5278.32,5278.32
22808 00,Surgery,55.28,55.28,3980.16,3980.16
22810 00,Surgery,60.23,60.23,4336.56,4336.56
22812 00,Surgery,66.01,66.01,4752.72,4752.72
22818 00,Surgery,64.41,64.41,4637.52,4637.52
22819 00,Surgery,74.14,74.14,5338.08,5338.08
22830 00,Surgery,25.02,25.02,1801.44,1801.44
22836 00,Surgery,51.36,51.36,3697.92,3697.92
22837 00,Surgery,56.57,56.57,4073.04,4073.04
22838 00,Surgery,57.32,57.32,4127.04,4127.04
22840 00,Surgery,22.60,22.60,1627.20,1627.20
22841 00,Surgery,-,-,2187.36,2012.40
22842 00,Surgery,22.81,22.81,1642.32,1642.32
22843 00,Surgery,24.43,24.43,1758.96,1758.96
22844 00,Surgery,29.35,29.35,2113.20,2113.20
22845 00,Surgery,21.72,21.72,1563.84,1563.84
22846 00,Surgery,22.61,22.61,1627.92,1627.92
22847 00,Surgery,23.73,23.73,1708.56,1708.56
22848 00,Surgery,10.74,10.74,773.28,773.28
22849 00,Surgery,39.53,39.53,2846.16,2846.16
22850 00,Surgery,22.38,22.38,1611.36,1611.36
22852 00,Surgery,21.58,21.58,1553.76,1553.76
22853 00,Surgery,7.70,7.70,554.40,554.40
22854 00,Surgery,10.03,10.03,722.16,722.16
22855 00,Surgery,33.62,33.62,2420.64,2420.64
22856 00,Surgery,49.12,49.12,3536.64,3536.64
22857 00,Surgery,52.42,52.42,3774.24,3774.24
22858 00,Surgery,15.11,15.11,1087.92,1087.92
22859 00,Surgery,9.96,9.96,717.12,717.12
22860 00,Surgery,10.25,10.25,738.00,738.00
22861 00,Surgery,70.49,70.49,5075.28,5075.28
22862 00,Surgery,70.54,70.54,5078.88,5078.88
22864 00,Surgery,62.98,62.98,4534.56,4534.56
22865 00,Surgery,68.85,68.85,4957.20,4957.20
22867 00,Surgery,32.47,32.47,2337.84,2337.84
22868 00,Surgery,7.25,7.25,522.00,522.00
22869 00,Surgery,13.01,13.01,936.72,936.72
22870 00,Surgery,3.49,3.49,251.28,251.28
22899 00,Surgery,0.00,0.00,BR,BR
22900 00,Surgery,17.15,17.15,1234.80,1234.80
22901 00,Surgery,20.15,20.15,1450.80,1450.80
22902 00,Surgery,14.28,10.16,1028.16,731.52
22903 00,Surgery,13.35,13.35,961.20,961.20
22904 00,Surgery,31.55,31.55,2271.60,2271.60
22905 00,Surgery,39.96,39.96,2877.12,2877.12
22999 00,Surgery,0.00,0.00,BR,BR
23000 00,Surgery,16.69,10.94,1201.68,787.68
23020 00,Surgery,21.00,21.00,1512.00,1512.00
23030 00,Surgery,13.26,7.73,954.72,556.56
23031 00,Surgery,13.04,6.77,938.88,487.44
23035 00,Surgery,20.61,20.61,1483.92,1483.92
23040 00,Surgery,21.81,21.81,1570.32,1570.32
23044 00,Surgery,17.23,17.23,1240.56,1240.56
23065 00,Surgery,6.81,4.83,490.32,347.76
23066 00,Surgery,17.34,11.28,1248.48,812.16
23071 00,Surgery,12.76,12.76,918.72,918.72
23073 00,Surgery,21.10,21.10,1519.20,1519.20
23075 00,Surgery,15.57,10.04,1121.04,722.88
23076 00,Surgery,16.51,16.51,1188.72,1188.72
23077 00,Surgery,34.05,34.05,2451.60,2451.60
23078 00,Surgery,43.16,43.16,3107.52,3107.52
23100 00,Surgery,15.53,15.53,1118.16,1118.16
23101 00,Surgery,14.05,14.05,1011.60,1011.60
23105 00,Surgery,19.57,19.57,1409.04,1409.04
23106 00,Surgery,15.41,15.41,1109.52,1109.52
23107 00,Surgery,20.27,20.27,1459.44,1459.44
23120 00,Surgery,18.00,18.00,1296.00,1296.00
23125 00,Surgery,21.63,21.63,1557.36,1557.36
23130 00,Surgery,18.89,18.89,1360.08,1360.08
23140 00,Surgery,17.00,17.00,1224.00,1224.00
23145 00,Surgery,21.20,21.20,1526.40,1526.40
23146 00,Surgery,19.07,19.07,1373.04,1373.04
23150 00,Surgery,20.35,20.35,1465.20,1465.20
23155 00,Surgery,24.26,24.26,1746.72,1746.72
23156 00,Surgery,20.70,20.70,1490.40,1490.40
23170 00,Surgery,17.29,17.29,1244.88,1244.88
23172 00,Surgery,17.46,17.46,1257.12,1257.12
23174 00,Surgery,23.30,23.30,1677.60,1677.60
23180 00,Surgery,20.12,20.12,1448.64,1448.64
23182 00,Surgery,20.51,20.51,1476.72,1476.72
23184 00,Surgery,22.57,22.57,1625.04,1625.04
23190 00,Surgery,17.59,17.59,1266.48,1266.48
23195 00,Surgery,22.73,22.73,1636.56,1636.56
23200 00,Surgery,45.25,45.25,3258.00,3258.00
23210 00,Surgery,53.03,53.03,3818.16,3818.16
23220 00,Surgery,58.02,58.02,4177.44,4177.44
23330 00,Surgery,9.10,5.11,655.20,367.92
23333 00,Surgery,14.49,14.49,1043.28,1043.28
23334 00,Surgery,31.97,31.97,2301.84,2301.84
23335 00,Surgery,38.17,38.17,2748.24,2748.24
23350 00,Surgery,4.85,1.47,349.20,105.84
23395 00,Surgery,38.76,38.76,2790.72,2790.72
23397 00,Surgery,34.45,34.45,2480.40,2480.40
23400 00,Surgery,29.44,29.44,2119.68,2119.68
23405 00,Surgery,18.71,18.71,1347.12,1347.12
23406 00,Surgery,22.13,22.13,1593.36,1593.36
23410 00,Surgery,24.86,24.86,1789.92,1789.92
23412 00,Surgery,25.84,25.84,1860.48,1860.48
23415 00,Surgery,21.26,21.26,1530.72,1530.72
23420 00,Surgery,29.53,29.53,2126.16,2126.16
23430 00,Surgery,22.63,22.63,1629.36,1629.36
23440 00,Surgery,23.01,23.01,1656.72,1656.72
23450 00,Surgery,28.61,28.61,2059.92,2059.92
23455 00,Surgery,29.80,29.80,2145.60,2145.60
23460 00,Surgery,32.95,32.95,2372.40,2372.40
23462 00,Surgery,32.24,32.24,2321.28,2321.28
23465 00,Surgery,33.78,33.78,2432.16,2432.16
23466 00,Surgery,33.97,33.97,2445.84,2445.84
23470 00,Surgery,36.10,36.10,2599.20,2599.20
23472 00,Surgery,43.43,43.43,3126.96,3126.96
23473 00,Surgery,48.29,48.29,3476.88,3476.88
23474 00,Surgery,52.12,52.12,3752.64,3752.64
23480 00,Surgery,24.89,24.89,1792.08,1792.08
23485 00,Surgery,28.85,28.85,2077.20,2077.20
23490 00,Surgery,26.10,26.10,1879.20,1879.20
23491 00,Surgery,30.73,30.73,2212.56,2212.56
23500 00,Surgery,7.02,7.18,505.44,516.96
23505 00,Surgery,11.24,10.43,809.28,750.96
23515 00,Surgery,21.93,21.93,1578.96,1578.96
23520 00,Surgery,7.56,7.50,544.32,540.00
23525 00,Surgery,12.41,11.33,893.52,815.76
23530 00,Surgery,17.60,17.60,1267.20,1267.20
23532 00,Surgery,19.14,19.14,1378.08,1378.08
23540 00,Surgery,7.49,7.43,539.28,534.96
23545 00,Surgery,11.30,10.13,813.60,729.36
23550 00,Surgery,17.47,17.47,1257.84,1257.84
23552 00,Surgery,19.79,19.79,1424.88,1424.88
23570 00,Surgery,7.38,7.62,531.36,548.64
23575 00,Surgery,12.81,11.82,922.32,851.04
23585 00,Surgery,29.50,29.50,2124.00,2124.00
23600 00,Surgery,10.45,9.91,752.40,713.52
23605 00,Surgery,14.62,13.26,1052.64,954.72
23615 00,Surgery,26.79,26.79,1928.88,1928.88
23616 00,Surgery,37.29,37.29,2684.88,2684.88
23620 00,Surgery,8.51,8.15,612.72,586.80
23625 00,Surgery,12.06,11.01,868.32,792.72
23630 00,Surgery,23.76,23.76,1710.72,1710.72
23650 00,Surgery,10.42,9.40,750.24,676.80
23655 00,Surgery,12.60,12.60,907.20,907.20
23660 00,Surgery,17.88,17.88,1287.36,1287.36
23665 00,Surgery,13.57,12.46,977.04,897.12
23670 00,Surgery,26.47,26.47,1905.84,1905.84
23675 00,Surgery,17.17,15.52,1236.24,1117.44
23680 00,Surgery,27.90,27.90,2008.80,2008.80
23700 00,Surgery,5.96,5.96,429.12,429.12
23800 00,Surgery,31.07,31.07,2237.04,2237.04
23802 00,Surgery,38.75,38.75,2790.00,2790.00
23900 00,Surgery,41.69,41.69,3001.68,3001.68
23920 00,Surgery,33.95,33.95,2444.40,2444.40
23921 00,Surgery,14.47,14.47,1041.84,1041.84
23929 00,Surgery,0.00,0.00,BR,BR
23930 00,Surgery,10.84,6.53,780.48,470.16
23931 00,Surgery,9.16,4.92,659.52,354.24
23935 00,Surgery,15.74,15.74,1133.28,1133.28
24000 00,Surgery,14.67,14.67,1056.24,1056.24
24006 00,Surgery,21.74,21.74,1565.28,1565.28
24065 00,Surgery,7.83,4.93,563.76,354.96
24066 00,Surgery,18.98,12.91,1366.56,929.52
24071 00,Surgery,12.32,12.32,887.04,887.04
24073 00,Surgery,20.98,20.98,1510.56,1510.56
24075 00,Surgery,16.02,10.05,1153.44,723.60
24076 00,Surgery,16.64,16.64,1198.08,1198.08
24077 00,Surgery,30.98,30.98,2230.56,2230.56
24079 00,Surgery,39.89,39.89,2872.08,2872.08
24100 00,Surgery,12.93,12.93,930.96,930.96
24101 00,Surgery,15.42,15.42,1110.24,1110.24
24102 00,Surgery,18.84,18.84,1356.48,1356.48
24105 00,Surgery,11.12,11.12,800.64,800.64
24110 00,Surgery,18.07,18.07,1301.04,1301.04
24115 00,Surgery,22.45,22.45,1616.40,1616.40
24116 00,Surgery,26.09,26.09,1878.48,1878.48
24120 00,Surgery,16.31,16.31,1174.32,1174.32
24125 00,Surgery,19.04,19.04,1370.88,1370.88
24126 00,Surgery,19.86,19.86,1429.92,1429.92
24130 00,Surgery,15.65,15.65,1126.80,1126.80
24134 00,Surgery,22.75,22.75,1638.00,1638.00
24136 00,Surgery,19.31,19.31,1390.32,1390.32
24138 00,Surgery,21.02,21.02,1513.44,1513.44
24140 00,Surgery,21.40,21.40,1540.80,1540.80
24145 00,Surgery,18.17,18.17,1308.24,1308.24
24147 00,Surgery,19.19,19.19,1381.68,1381.68
24149 00,Surgery,35.78,35.78,2576.16,2576.16
24150 00,Surgery,46.43,46.43,3342.96,3342.96
24152 00,Surgery,40.46,40.46,2913.12,2913.12
24155 00,Surgery,25.83,25.83,1859.76,1859.76
24160 00,Surgery,37.88,37.88,2727.36,2727.36
24164 00,Surgery,22.05,22.05,1587.60,1587.60
24200 00,Surgery,6.65,4.30,478.80,309.60
24201 00,Surgery,18.67,12.27,1344.24,883.44
24220 00,Surgery,5.67,1.96,408.24,141.12
24300 00,Surgery,13.59,13.59,978.48,978.48
24301 00,Surgery,22.82,22.82,1643.04,1643.04
24305 00,Surgery,17.72,17.72,1275.84,1275.84
24310 00,Surgery,14.53,14.53,1046.16,1046.16
24320 00,Surgery,23.71,23.71,1707.12,1707.12
24330 00,Surgery,21.87,21.87,1574.64,1574.64
24331 00,Surgery,23.86,23.86,1717.92,1717.92
24332 00,Surgery,18.83,18.83,1355.76,1355.76
24340 00,Surgery,18.23,18.23,1312.56,1312.56
24341 00,Surgery,22.89,22.89,1648.08,1648.08
24342 00,Surgery,23.51,23.51,1692.72,1692.72
24343 00,Surgery,21.81,21.81,1570.32,1570.32
24344 00,Surgery,33.49,33.49,2411.28,2411.28
24345 00,Surgery,21.71,21.71,1563.12,1563.12
24346 00,Surgery,33.49,33.49,2411.28,2411.28
24357 00,Surgery,12.72,12.72,915.84,915.84
24358 00,Surgery,16.23,16.23,1168.56,1168.56
24359 00,Surgery,20.24,20.24,1457.28,1457.28
24360 00,Surgery,27.38,27.38,1971.36,1971.36
24361 00,Surgery,30.48,30.48,2194.56,2194.56
24362 00,Surgery,32.08,32.08,2309.76,2309.76
24363 00,Surgery,43.61,43.61,3139.92,3139.92
24365 00,Surgery,19.55,19.55,1407.60,1407.60
24366 00,Surgery,20.70,20.70,1490.40,1490.40
24370 00,Surgery,46.19,46.19,3325.68,3325.68
24371 00,Surgery,53.07,53.07,3821.04,3821.04
24400 00,Surgery,25.13,25.13,1809.36,1809.36
24410 00,Surgery,32.01,32.01,2304.72,2304.72
24420 00,Surgery,32.21,32.21,2319.12,2319.12
24430 00,Surgery,31.91,31.91,2297.52,2297.52
24435 00,Surgery,32.74,32.74,2357.28,2357.28
24470 00,Surgery,20.51,20.51,1476.72,1476.72
24495 00,Surgery,27.89,27.89,2008.08,2008.08
24498 00,Surgery,26.29,26.29,1892.88,1892.88
24500 00,Surgery,11.38,10.48,819.36,754.56
24505 00,Surgery,15.70,14.03,1130.40,1010.16
24515 00,Surgery,26.72,26.72,1923.84,1923.84
24516 00,Surgery,26.03,26.03,1874.16,1874.16
24530 00,Surgery,12.00,10.99,864.00,791.28
24535 00,Surgery,19.28,17.68,1388.16,1272.96
24538 00,Surgery,24.05,24.05,1731.60,1731.60
